dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split,group,tsne_x,tsne_y
KADID-10k,I26_16_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Brighten,NA,3,3.57,val,other,42.36254,18.598085
KADID-10k,I26_16_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Brighten,NA,4,2.93,val,other,33.86199,12.634228
KADID-10k,I26_23_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,NA,1,2.47,val,other,42.081905,18.845978
KADID-10k,I26_23_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,NA,2,2.2,val,other,44.812466,19.346897
KADID-10k,I26_23_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,NA,3,2.67,val,other,44.309288,19.299244
KADID-10k,I26_04_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color diffusion,NA,1,4.8,val,other,43.981407,19.361305
KADID-10k,I26_04_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color diffusion,NA,3,2.9,val,other,20.441034,-19.273712
KADID-10k,I26_06_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color quantization,NA,1,4.57,val,other,43.949562,19.29246
KADID-10k,I26_06_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color quantization,NA,4,3.53,val,other,31.378374,11.3728695
KADID-10k,I26_07_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color saturation 1,NA,4,2.47,val,other,43.255825,19.21263
