dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split,group,tsne_x,tsne_y
KADID-10k,I26_16_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Brighten,NA,3,3.57,val,other,12.930527,-12.046569
KADID-10k,I26_16_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Brighten,NA,4,2.93,val,other,12.185992,-8.552903
KADID-10k,I26_23_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,NA,1,2.47,val,other,27.600069,-20.628096
KADID-10k,I26_23_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,NA,2,2.2,val,other,26.75282,-21.43107
KADID-10k,I26_23_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,NA,3,2.67,val,other,26.255508,-21.496138
KADID-10k,I26_04_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color diffusion,NA,1,4.8,val,other,27.45229,-21.392097
KADID-10k,I26_04_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color diffusion,NA,3,2.9,val,other,-22.420233,-8.119557
KADID-10k,I26_06_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color quantization,NA,1,4.57,val,other,25.011492,-19.89342
KADID-10k,I26_06_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color quantization,NA,4,3.53,val,other,20.327198,-18.213135
KADID-10k,I26_07_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color saturation 1,NA,4,2.47,val,other,12.4838085,-10.714391
KADID-10k,I26_07_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color saturation 1,NA,5,2.6,val,other,12.846766,-8.580716
KADID-10k,I26_08_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color saturation 2,NA,1,4.67,val,other,26.76661,-21.259495
KADID-10k,I26_08_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color saturation 2,NA,3,3.53,val,other,0.39474764,-9.006015
KADID-10k,I26_08_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color saturation 2,NA,5,1.77,val,other,-24.00287,-8.060245
KADID-10k,I26_05_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color shift,NA,1,4.43,val,other,26.187012,-19.748617
KADID-10k,I26_05_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color shift,NA,2,2.64,val,other,14.027987,-12.084948
KADID-10k,I26_05_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color shift,NA,3,1.57,val,other,25.650024,-17.104874
KADID-10k,I26_25_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Contrast change,NA,5,3.03,val,other,13.320089,-11.645624
KADID-10k,I26_17_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Darken,NA,2,4.37,val,other,27.266268,-22.15955
